source,license,type,path,expected_label,expected_detail_file,standard_clause,frame_rate,color_space,dynamic_range,resolution,codec,generation_params,provenance_commit,notes
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_inf02/f007ty03_f006ics03.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_inf02/broadcast_30fps_inf02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_inf02/f007ty03_f006ics03.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_inf02; flash_type=Luminance; upstream_limiting_dimension=luminance
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_inf02/f008tc01_f001ics01.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_inf02/broadcast_30fps_inf02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_inf02/f008tc01_f001ics01.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_inf02; flash_type=Luminance; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/a004f013m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/a004f013m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/a005f029m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/a005f029m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/a007f005m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/a007f005m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f001f004m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f001f004m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f001f017m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f001f017m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f002f001m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f002f001m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f002f021m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f002f021m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f002s026m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f002s026m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=saturation
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f003c025m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f003c025m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f004c018m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f004c018m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f005c003m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f005c003m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f005d002m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f005d002m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=chromaticity
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f006f024m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f006f024m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f007s008m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f007s008m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=saturation
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f007s019m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f007s019m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=saturation
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f008d016m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f008d016m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=chromaticity
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f008d027m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f008d027m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=chromaticity
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red01/f008f012m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/broadcast_30fps_red01.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red01/f008f012m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red01; flash_type=Red; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/a004fr004m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/a004fr004m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/a005f024m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/a005f024m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/a006f014m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/a006f014m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/a007fr012m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/a007fr012m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/a008f003m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/a008f003m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=area
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f001c014m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f001c014m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f001cr005m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f001cr005m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f001f022m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f001f022m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f001sr014m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f001sr014m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=saturation
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f002d025m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f002d025m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=chromaticity
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f002f013m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f002f013m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f002f022m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f002f022m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f002fr011m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f002fr011m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f003cr011m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f003cr011m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f003f005m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f003f005m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f003s005m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f003s005m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=saturation
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f004c025m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f004c025m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=count
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f004f011m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f004f011m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f004fr011m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f004fr011m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f005d014m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f005d014m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=chromaticity
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f005fr001m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f005fr001m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=FAIL
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f006dr003m.mp4,PASS,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f006dr003m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=chromaticity
TRACE/pse-test-media,BSD-3-Clause,video,corpus/generated/pse-test-media/broadcast_30fps_red02/f006fr002m.mp4,FAIL,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/broadcast_30fps_red02.csv,luminance and/or red flash count + area + intensity; per applicable broadcast standards (ITU-R BT.1702 / Ofcom GN2 Annex 1) [applies: iso9241-391;itu-r-bt.1702;ofcom-gn2-annex1],30,sRGB,SDR,,,corpus/sources/pse-test-media/video_creation/broadcast_30fps_red02/f006fr002m.json,edf799a15cc1a8817a58c0120a7b25b2b28a1932,set=broadcast_30fps_red02; flash_type=Red; upstream_limiting_dimension=FAIL
